"x","y","era_grupo","region"
-0.931190306005458,1.01834697055158,"Menem/Crisis","nea"
-1.0049583290733,1.00263656766378,"Menem/Crisis","nea"
-1.07814894751616,0.985864200390624,"Menem/Crisis","nea"
-1.15068920333386,0.968046587792557,"Menem/Crisis","nea"
-1.22250678682182,0.949201490853311,"Menem/Crisis","nea"
-1.29353010865095,0.929347694775351,"Menem/Crisis","nea"
-1.36368837122947,0.908504990254381,"Menem/Crisis","nea"
-1.43291163927545,0.886694153751548,"Menem/Crisis","nea"
-1.50113090952987,0.863936926783012,"Menem/Crisis","nea"
-1.56827817954054,0.840255994247533,"Menem/Crisis","nea"
-1.63428651544839,0.815674961813665,"Menem/Crisis","nea"
-1.69909011870868,0.790218332389118,"Menem/Crisis","nea"
-1.76262439168036,0.763911481695726,"Menem/Crisis","nea"
-1.82482600201839,0.736780632974371,"Menem/Crisis","nea"
-1.88563294580486,0.708852830845091,"Menem/Crisis","nea"
-1.9449846093558,0.680155914348413,"Menem/Crisis","nea"
-2.00282182964221,0.650718489194791,"Menem/Crisis","nea"
-2.05908695326509,0.620569899249813,"Menem/Crisis","nea"
-2.11372389392557,0.589740197283598,"Menem/Crisis","nea"
-2.16667818833299,0.558260115013538,"Menem/Crisis","nea"
-2.21789705049505,0.52616103247026,"Menem/Crisis","nea"
-2.26732942433605,0.49347494671732,"Menem/Crisis","nea"
-2.31492603459071,0.460234439955846,"Menem/Crisis","nea"
-2.36063943592282,0.426472647045876,"Menem/Crisis","nea"
-2.40442406021976,0.392223222476825,"Menem/Crisis","nea"
-2.44623626201582,0.35752030681995,"Menem/Crisis","nea"
-2.48603436199895,0.322398492696281,"Menem/Crisis","nea"
-2.52377868855755,0.286892790293956,"Menem/Crisis","nea"
-2.55943161732606,0.251038592469293,"Menem/Crisis","nea"
-2.59295760868973,0.21487163946643,"Menem/Crisis","nea"
-2.62432324321125,0.178427983290667,"Menem/Crisis","nea"
-2.65349725494399,0.141743951771043,"Menem/Crisis","nea"
-2.6804505625986,0.104856112347969,"Menem/Crisis","nea"
-2.70515629853183,0.0678012356220044,"Menem/Crisis","nea"
-2.72758983552882,0.0306162587001272,"Menem/Crisis","nea"
-2.74772881135201,-0.00666175162397988,"Menem/Crisis","nea"
-2.76555315103233,-0.0439956358189186,"Menem/Crisis","nea"
-2.78104508688033,-0.0813481786569971,"Menem/Crisis","nea"
-2.79418917619746,-0.118682146311186,"Menem/Crisis","nea"
-2.80497231666964,-0.155960323470601,"Menem/Crisis","nea"
-2.81338375942792,-0.193145550437536,"Menem/Crisis","nea"
-2.81941511976325,-0.23020076016906,"Menem/Crisis","nea"
-2.82306038548447,-0.267089015226247,"Menem/Crisis","nea"
-2.82431592291143,-0.303773544594225,"Menem/Crisis","nea"
-2.82318048049712,-0.340217780336317,"Menem/Crisis","nea"
-2.81965519007524,-0.376385394045758,"Menem/Crisis","nea"
-2.43947291090447,-0.224420617689343,"Menem/Crisis","cuyo"
-2.43668926261717,-0.264276437240501,"Menem/Crisis","cuyo"
-2.43170851284907,-0.303999701909857,"Menem/Crisis","cuyo"
-2.42453562651987,-0.343550814683301,"Menem/Crisis","cuyo"
-2.41517775371864,-0.382890350151475,"Menem/Crisis","cuyo"
-2.40364422257651,-0.421979093809883,"Menem/Crisis","cuyo"
-2.38994652996815,-0.460778081148759,"Menem/Crisis","cuyo"
-2.37409833005145,-0.499248636493734,"Menem/Crisis","cuyo"
-2.35611542065673,-0.537352411558598,"Menem/Crisis","cuyo"
-2.33601572753918,-0.575051423671698,"Menem/Crisis","cuyo"
-2.31381928651001,-0.612308093637895,"Menem/Crisis","cuyo"
-2.28954822346436,-0.64908528319832,"Menem/Crisis","cuyo"
-2.26322673232572,-0.685346332050604,"Menem/Crisis","cuyo"
-2.23488105092887,-0.721055094392657,"Menem/Crisis","cuyo"
-2.2045394348655,-0.756175974953595,"Menem/Crisis","cuyo"
-2.17223212931834,-0.790673964475878,"Menem/Crisis","cuyo"
-2.13799133891218,-0.8245146746133,"Menem/Crisis","cuyo"
-2.10185119561156,-0.85766437221004,"Menem/Crisis","cuyo"
-2.06384772469727,-0.890090012926605,"Menem/Crisis","cuyo"
-2.02401880885561,-0.921759274179148,"Menem/Crisis","cuyo"
-1.98240415041608,-0.952640587359319,"Menem/Crisis","cuyo"
-1.93904523177523,-0.982703169302546,"Menem/Crisis","cuyo"
-1.89398527404612,-1.01191705297336,"Menem/Crisis","cuyo"
-1.84726919397455,-1.04025311733717,"Menem/Crisis","cuyo"
-1.79894355916511,-1.0676831163888,"Menem/Crisis","cuyo"
-1.74905654166156,-1.09417970730863,"Menem/Crisis","cuyo"
-1.69765786992785,-1.11971647771862,"Menem/Crisis","cuyo"
-1.64479877927777,-1.14426797201063,"Menem/Crisis","cuyo"
-1.59053196080245,-1.16780971672124,"Menem/Crisis","cuyo"
-1.53491150884672,-1.19031824492733,"Menem/Crisis","cuyo"
-1.4779928670867,-1.21177111963848,"Menem/Crisis","cuyo"
-1.41983277326234,-1.23214695616263,"Menem/Crisis","cuyo"
-1.36048920262002,-1.25142544342281,"Menem/Crisis","cuyo"
-1.30002131012154,-1.26958736420364,"Menem/Crisis","cuyo"
-1.23848937147716,-1.28661461430753,"Menem/Crisis","cuyo"
-1.17595472306151,-1.30249022060125,"Menem/Crisis","cuyo"
-1.11247970077211,-1.31719835793521,"Menem/Crisis","cuyo"
-1.04812757789161,-1.33072436491823,"Menem/Crisis","cuyo"
-0.982962502015603,-1.34305475853241,"Menem/Crisis","cuyo"
-0.917049431108914,-1.35417724757322,"Menem/Crisis","cuyo"
-0.850454068754075,-1.36408074490171,"Menem/Crisis","cuyo"
-0.783242798656574,-1.37275537849636,"Menem/Crisis","cuyo"
-0.715482618472132,-1.38019250129374,"Menem/Crisis","cuyo"
-0.647241073021982,-1.38638469980812,"Menem/Crisis","cuyo"
-0.578586186962721,-1.39132580152135,"Menem/Crisis","cuyo"
-0.509586396977855,-1.39501088103578,"Menem/Crisis","cuyo"
-0.440310483558627,-1.39743626498402,"Menem/Crisis","cuyo"
-0.370827502442119,-1.3985995356906,"Menem/Crisis","cuyo"
-0.301206715775002,-1.39849953358197,"Menem/Crisis","cuyo"
-0.231517523071513,-1.39713635834241,"Menem/Crisis","cuyo"
-0.161829392034515,-1.39451136881466,"Menem/Crisis","cuyo"
-0.0922117893085798,-1.39062718164535,"Menem/Crisis","cuyo"
-0.0227341112341232,-1.38548766867674,"Menem/Crisis","cuyo"
0.0465343853283727,-1.37909795308711,"Menem/Crisis","cuyo"
0.115524652035108,-1.37146440428394,"Menem/Crisis","cuyo"
0.184167917887853,-1.36259463155467,"Menem/Crisis","cuyo"
0.252395757786376,-1.35249747648167,"Menem/Crisis","cuyo"
0.32014016073607,-1.3411830041287,"Menem/Crisis","cuyo"
0.387333597642794,-1.32866249300786,"Menem/Crisis","cuyo"
0.453909088627339,-1.31494842383693,"Menem/Crisis","cuyo"
0.519800269792431,-1.30005446709831,"Menem/Crisis","cuyo"
0.584941459375707,-1.28399546941199,"Menem/Crisis","cuyo"
0.649267723222722,-1.2667874387361,"Menem/Crisis","cuyo"
0.712714939514728,-1.24844752840985,"Menem/Crisis","cuyo"
0.775219862686697,-1.22899402005472,"Menem/Crisis","cuyo"
0.836720186471875,-1.20844630535089,"Menem/Crisis","cuyo"
0.897154606010027,-1.18682486670724,"Menem/Crisis","cuyo"
0.956462878957451,-1.16415125684404,"Menem/Crisis","cuyo"
1.01458588553785,-1.1404480773087,"Menem/Crisis","cuyo"
1.07146568747424,-1.11573895594605,"Menem/Crisis","cuyo"
1.12704558574304,-1.09004852334564,"Menem/Crisis","cuyo"
1.18127017709292,-1.0634023882894,"Menem/Crisis","cuyo"
1.23408540927197,-1.03582711222424,"Menem/Crisis","cuyo"
1.28543863490815,-1.00735018278503,"Menem/Crisis","cuyo"
1.33527866398932,-0.977999986394358,"Menem/Crisis","cuyo"
1.3835558148906,-0.947805779966272,"Menem/Crisis","cuyo"
1.43022196389806,-0.916797661742395,"Menem/Crisis","cuyo"
1.47523059317948,-0.885006541289328,"Menem/Crisis","cuyo"
1.51853683715436,-0.85246410868732,"Menem/Crisis","cuyo"
1.56009752721691,-0.81920280294091,"Menem/Crisis","cuyo"
1.59987123476741,-0.785255779643023,"Menem/Crisis","cuyo"
1.63781831250921,-0.750656877924748,"Menem/Crisis","cuyo"
1.67390093396994,-0.715440586723764,"Menem/Crisis","cuyo"
1.70808313120782,-0.679642010405012,"Menem/Crisis","cuyo"
1.74033083066526,-0.643296833767901,"Menem/Crisis","cuyo"
1.77061188713413,-0.606441286474925,"Menem/Crisis","cuyo"
1.79889611579881,-0.569112106937148,"Menem/Crisis","cuyo"
1.82515532232503,-0.531346505692555,"Menem/Crisis","cuyo"
1.84936333096467,-0.493182128313779,"Menem/Crisis","cuyo"
1.87149601064824,-0.454657017882177,"Menem/Crisis","cuyo"
1.8915312990393,-0.41580957706566,"Menem/Crisis","cuyo"
1.90944922452666,-0.376678529838072,"Menem/Crisis","cuyo"
1.92523192613252,-0.337302882878299,"Menem/Crisis","cuyo"
1.93886367131669,-0.297721886687557,"Menem/Crisis","cuyo"
1.9503308716591,-0.257974996463645,"Menem/Crisis","cuyo"
1.95962209640507,-0.218101832771138,"Menem/Crisis","cuyo"
1.96672808385971,-0.178142142046753,"Menem/Crisis","cuyo"
1.9716417506202,-0.138135756979234,"Menem/Crisis","cuyo"
1.97435819863663,-0.0981225568032609,"Menem/Crisis","cuyo"
1.97487472009455,-0.0581424275469613,"Menem/Crisis","cuyo"
1.97319080011414,-0.0182352222726534,"Menem/Crisis","cuyo"
1.96930811726346,0.0215592786495582,"Menem/Crisis","cuyo"
1.96323054188521,0.061201407195717,"Menem/Crisis","cuyo"
1.9549641322387,0.100651647229965,"Menem/Crisis","cuyo"
1.94451712846085,0.139870673895087,"Menem/Crisis","cuyo"
1.93189994435221,0.178819392812379,"Menem/Crisis","cuyo"
1.9171251569963,0.217458979051784,"Menem/Crisis","cuyo"
1.90020749422247,0.255750915833415,"Menem/Crisis","cuyo"
1.88116381992489,0.293657032921931,"Menem/Crisis","cuyo"
1.86001311725227,0.331139544675449,"Menem/Crisis","cuyo"
1.836776469685,0.368161087711095,"Menem/Crisis","cuyo"
1.81147704001872,0.40468475814964,"Menem/Crisis","cuyo"
1.78414004727512,0.440674148402087,"Menem/Crisis","cuyo"
1.75479274156309,0.476093383461547,"Menem/Crisis","cuyo"
1.7234643769152,0.510907156664228,"Menem/Crisis","cuyo"
1.69018618212664,0.545080764883884,"Menem/Crisis","cuyo"
1.6549913296257,0.578580143124646,"Menem/Crisis","cuyo"
1.61791490240676,0.61137189847775,"Menem/Crisis","cuyo"
1.5789938590588,0.643423343408316,"Menem/Crisis","cuyo"
1.53826699692427,0.674702528338995,"Menem/Crisis","cuyo"
1.49577491342506,0.705178273497998,"Menem/Crisis","cuyo"
1.4515599655941,0.734820199999776,"Menem/Crisis","cuyo"
1.40566622785297,0.763598760127348,"Menem/Crisis","cuyo"
1.35813944807752,0.791485266786114,"Menem/Crisis","cuyo"
1.30902700199542,0.818451922099769,"Menem/Crisis","cuyo"
1.25837784596103,0.844471845119837,"Menem/Crisis","cuyo"
1.20624246815456,0.869519098621178,"Menem/Crisis","cuyo"
1.15267283825444,0.893568714956782,"Menem/Crisis","cuyo"
1.09772235563277,0.916596720946066,"Menem/Crisis","cuyo"
1.04144579612567,0.938580161771852,"Menem/Crisis","cuyo"
0.983899257431538,0.959497123862237,"Menem/Crisis","cuyo"
0.925140103191647,0.979326756734516,"Menem/Crisis","cuyo"
0.865226905808818,0.998049293779391,"Menem/Crisis","cuyo"
0.804219388061172,1.01564607196477,"Menem/Crisis","cuyo"
0.742178363569171,1.03209955043946,"Menem/Crisis","cuyo"
0.679165676175277,1.0473933280183,"Menem/Crisis","cuyo"
0.615244138296659,1.0615121595312,"Menem/Crisis","cuyo"
0.550477468312421,1.07444197101985,"Menem/Crisis","cuyo"
0.484930227047723,1.08616987376696,"Menem/Crisis","cuyo"
0.418667753418158,1.09668417714402,"Menem/Crisis","cuyo"
0.351756099298495,1.10597440026478,"Menem/Crisis","cuyo"
0.284261963680728,1.11403128243276,"Menem/Crisis","cuyo"
0.216252626187084,1.12084679237263,"Menem/Crisis","cuyo"
0.147795880004216,1.12641413623584,"Menem/Crisis","cuyo"
0.0789599643054946,1.13072776437295,"Menem/Crisis","cuyo"
0.00981349622870958,1.13378337686563,"Menem/Crisis","cuyo"
-0.0595745975229904,1.1355779278129,"Menem/Crisis","cuyo"
-0.129135149388722,1.13610962836733,"Menem/Crisis","cuyo"
-0.19879881989761,1.13537794851826,"Menem/Crisis","cuyo"
-0.268496166787866,1.13338361762008,"Menem/Crisis","cuyo"
-0.338157714228361,1.13012862366518,"Menem/Crisis","cuyo"
-0.407714022073628,1.12561621130234,"Menem/Crisis","cuyo"
-0.477095755083319,1.11985087860233,"Menem/Crisis","cuyo"
-0.546233752037084,1.11283837257417,"Menem/Crisis","cuyo"
-0.615059094675967,1.10458568343638,"Menem/Crisis","cuyo"
-0.683503176401639,1.09510103764896,"Menem/Crisis","cuyo"
-0.751497770664936,1.0843938897131,"Menem/Crisis","cuyo"
-0.818975098975572,1.07247491274673,"Menem/Crisis","cuyo"
-0.885867898465217,1.05935598784528,"Menem/Crisis","cuyo"
-0.952109488936574,1.04505019223842,"Menem/Crisis","cuyo"
-1.01763383933167,1.02957178625431,"Menem/Crisis","cuyo"
-1.08237563355302,1.01293619910466,"Menem/Crisis","cuyo"
-1.14627033557217,0.995160013504533,"Menem/Crisis","cuyo"
-1.20925425376058,0.976260949142317,"Menem/Crisis","cuyo"
-1.27126460437885,0.956257845016382,"Menem/Crisis","cuyo"
-1.33223957416091,0.935170640655939,"Menem/Crisis","cuyo"
-1.39211838193082,0.913020356244893,"Menem/Crisis","cuyo"
-1.45084133919076,0.889829071668462,"Menem/Crisis","cuyo"
-1.50834990961986,0.865619904503466,"Menem/Crisis","cuyo"
-1.56458676742443,0.840416986974231,"Menem/Crisis","cuyo"
-1.61949585448159,0.814245441897051,"Menem/Crisis","cuyo"
-1.67302243621922,0.787131357637231,"Menem/Crisis","cuyo"
-1.72511315617657,0.759101762103627,"Menem/Crisis","cuyo"
-1.77571608919114,0.730184595806646,"Menem/Crisis","cuyo"
-1.82478079315879,0.700408684006534,"Menem/Crisis","cuyo"
-1.87225835931558,0.669803707979727,"Menem/Crisis","cuyo"
-1.91810146099103,0.638400175431918,"Menem/Crisis","cuyo"
-1.96226440078441,0.606229390087301,"Menem/Crisis","cuyo"
-2.0047031561169,0.573323420484347,"Menem/Crisis","cuyo"
-2.04537542311424,0.539715068009187,"Menem/Crisis","cuyo"
-2.08424065877615,0.505437834198467,"Menem/Crisis","cuyo"
-2.1212601213905,0.470525887344301,"Menem/Crisis","cuyo"
-2.15639690915188,0.435014028434565,"Menem/Crisis","cuyo"
-2.18961599694609,0.39893765646252,"Menem/Crisis","cuyo"
-2.220884271264,0.362332733140326,"Menem/Crisis","cuyo"
-2.25017056320974,0.325235747051619,"Menem/Crisis","cuyo"
-2.27744567957059,0.287683677278907,"Menem/Crisis","cuyo"
-2.30268243191741,0.249713956542007,"Menem/Crisis","cuyo"
-2.3258556637066,0.211364433884302,"Menem/Crisis","cuyo"
-2.34694227535676,0.172673336943991,"Menem/Crisis","cuyo"
-2.36592124727482,0.133679233847942,"Menem/Crisis","cuyo"
-2.38277366080881,0.0944209947661543,"Menem/Crisis","cuyo"
-2.39748271710642,0.0549377531651163,"Menem/Crisis","cuyo"
-2.41003375386045,0.015268866798725,"Menem/Crisis","cuyo"
-2.42041425992451,-0.0245461215243832,"Menem/Crisis","cuyo"
-2.4286138877844,-0.0644675233579677,"Menem/Crisis","cuyo"
-2.43462446387275,-0.104455544180482,"Menem/Crisis","cuyo"
-2.4384399967166,-0.144470323063126,"Menem/Crisis","cuyo"
-2.44005668290982,-0.184471972404082,"Menem/Crisis","cuyo"
-2.43947291090447,-0.224420617689342,"Menem/Crisis","cuyo"
-2.57847165995449,-0.329910467893093,"Menem/Crisis","patagonia"
-2.57011950369696,-0.376333650543394,"Menem/Crisis","patagonia"
-2.55953397649704,-0.422362673468715,"Menem/Crisis","patagonia"
-2.54672563023847,-0.467951653937983,"Menem/Crisis","patagonia"
-2.53170723255934,-0.513055147864011,"Menem/Crisis","patagonia"
-2.51449375412507,-0.55762819510316,"Menem/Crisis","patagonia"
-2.49510235370533,-0.601626364272582,"Menem/Crisis","patagonia"
-2.47355236106976,-0.645005797040392,"Menem/Crisis","patagonia"
-2.4498652577197,-0.687723251844607,"Menem/Crisis","patagonia"
-2.42406465547489,-0.729736146997274,"Menem/Crisis","patagonia"
-2.39617627293675,-0.771002603130821,"Menem/Crisis","patagonia"
-2.36622790985151,-0.811481484944328,"Menem/Crisis","patagonia"
-2.33424941939881,-0.851132442208081,"Menem/Crisis","patagonia"
-2.30027267843336,-0.889915949985564,"Menem/Crisis","patagonia"
-2.2643315557095,-0.927793348032776,"Menem/Crisis","patagonia"
-2.22646187811998,-0.964726879335597,"Menem/Crisis","patagonia"
-2.186701394983,-1.00067972774681,"Menem/Crisis","patagonia"
-2.14508974041284,-1.03561605468522,"Menem/Crisis","patagonia"
-2.10166839381175,-1.06950103486037,"Menem/Crisis","patagonia"
-2.05648063852232,-1.10230089098708,"Menem/Crisis","patagonia"
-2.00957151868176,-1.13398292745546,"Menem/Crisis","patagonia"
-1.96098779432088,-1.16451556292253,"Menem/Crisis","patagonia"
-1.91077789475271,-1.19386836179327,"Menem/Crisis","patagonia"
-1.85899187029709,-1.22201206455939,"Menem/Crisis","patagonia"
-1.80568134238941,-1.24891861696592,"Menem/Crisis","patagonia"
-1.75089945212329,-1.27456119797627,"Menem/Crisis","patagonia"
-1.6947008072783,-1.29891424650802,"Menem/Crisis","patagonia"
-1.63714142788582,-1.32195348691276,"Menem/Crisis","patagonia"
-1.57827869038701,-1.34365595317463,"Menem/Crisis","patagonia"
-1.51817127043874,-1.36400001180326,"Menem/Crisis","patagonia"
-1.4568790844244,-1.38296538339859,"Menem/Crisis","patagonia"
-1.39446322972798,-1.40053316286575,"Menem/Crisis","patagonia"
-1.33098592383084,-1.41668583826011,"Menem/Crisis","patagonia"
-1.26651044229197,-1.43140730824357,"Menem/Crisis","patagonia"
-1.20110105567356,-1.44468289813467,"Menem/Crisis","patagonia"
-1.1348229654747,-1.4564993745367,"Menem/Crisis","patagonia"
-1.06774223913709,-1.46684495852902,"Menem/Crisis","patagonia"
-0.999925744187591,-1.47570933740849,"Menem/Crisis","patagonia"
-0.931441081583217,-1.48308367496947,"Menem/Crisis","patagonia"
-0.862356518325033,-1.48896062031192,"Menem/Crisis","patagonia"
-0.792740919408123,-1.49333431516889,"Menem/Crisis","patagonia"
-0.722663679175463,-1.49620039974625,"Menem/Crisis","patagonia"
-0.652194652144131,-1.49755601706855,"Menem/Crisis","patagonia"
-0.58140408337281,-1.49739981582696,"Menem/Crisis","patagonia"
-0.510362538439978,-1.49573195172628,"Menem/Crisis","patagonia"
-0.439140833102612,-1.49255408732972,"Menem/Crisis","patagonia"
-0.367809962705496,-1.48786939040162,"Menem/Crisis","patagonia"
-0.296441031411522,-1.48168253074976,"Menem/Crisis","patagonia"
-0.225105181323511,-1.47399967557038,"Menem/Crisis","patagonia"
-0.153873521568217,-1.46482848330062,"Menem/Crisis","patagonia"
-0.0828170574132051,-1.45417809598438,"Menem/Crisis","patagonia"
-0.0120066194872573,-1.44205913015936,"Menem/Crisis","patagonia"
0.0584872068251419,-1.42848366627425,"Menem/Crisis","patagonia"
0.128594151744848,-1.41346523664669,"Menem/Crisis","patagonia"
0.198244331144505,-1.39701881197395,"Menem/Crisis","patagonia"
0.267368316210558,-1.3791607864098,"Menem/Crisis","patagonia"
0.335897202651409,-1.35990896122251,"Menem/Crisis","patagonia"
0.403762679382712,-1.33928252705011,"Menem/Crisis","patagonia"
0.470897096621347,-1.31730204477074,"Menem/Crisis","patagonia"
0.537233533320193,-1.29398942500718,"Menem/Crisis","patagonia"
0.602705863876488,-1.26936790628579,"Menem/Crisis","patagonia"
0.667248824047263,-1.2434620318719,"Menem/Crisis","patagonia"
0.730798076006163,-1.21629762530452,"Menem/Crisis","patagonia"
0.793290272476787,-1.18790176465487,"Menem/Crisis","patagonia"
0.854663119878635,-1.1583027555344,"Menem/Crisis","patagonia"
0.914855440422703,-1.1275301028791,"Menem/Crisis","patagonia"
0.973807233094829,-1.09561448153837,"Menem/Crisis","patagonia"
1.03145973346602,-1.06258770569766,"Menem/Crisis","patagonia"
1.08775547227009,-1.02848269716538,"Menem/Crisis","patagonia"
1.1426383326903,-0.993333452555736,"Menem/Crisis","patagonia"
1.19605360629781,-0.95717500940017,"Menem/Crisis","patagonia"
1.24794804758625,-0.920043411221181,"Menem/Crisis","patagonia"
1.29826992704793,-0.881975671603358,"Menem/Crisis","patagonia"
1.34696908273904,-0.843009737297437,"Menem/Crisis","patagonia"
1.3939969702821,-0.803184450394152,"Menem/Crisis","patagonia"
1.43930671125604,-0.762539509605593,"Menem/Crisis","patagonia"
1.48285313992569,-0.721115430692672,"Menem/Crisis","patagonia"
1.52459284826392,-0.678953506078125,"Menem/Crisis","patagonia"
1.56448422922172,-0.63609576368533,"Menem/Crisis","patagonia"
1.602487518203,-0.592584925043961,"Menem/Crisis","patagonia"
1.63856483270282,-0.548464362704234,"Menem/Crisis","patagonia"
1.6726802100695,-0.503778057002206,"Menem/Crisis","patagonia"
1.70479964335294,-0.458570552219226,"Menem/Crisis","patagonia"
1.73489111520352,-0.412886912179216,"Menem/Crisis","patagonia"
1.7629246297877,-0.366772675328081,"Menem/Crisis","patagonia"
1.78887224268845,-0.320273809339991,"Menem/Crisis","patagonia"
1.81270808876096,-0.273436665295803,"Menem/Crisis","patagonia"
1.83440840791547,-0.2263079314793,"Menem/Crisis","patagonia"
1.85395156880193,-0.178934586837288,"Menem/Crisis","patagonia"
1.87131809037254,-0.131363854149965,"Menem/Crisis","patagonia"
1.88649066130092,-0.0836431529582269,"Menem/Crisis","patagonia"
1.89945415723841,-0.0358200522948341,"Menem/Crisis","patagonia"
1.91019565589032,0.0120577767334319,"Menem/Crisis","patagonia"
1.9187044498972,0.0599426084653653,"Menem/Crisis","patagonia"
1.92497205750813,0.107786710259314,"Menem/Crisis","patagonia"
1.92899223103555,0.155542390074111,"Menem/Crisis","patagonia"
1.93076096308304,0.203162044009544,"Menem/Crisis","patagonia"
1.93027649054005,0.250598203758955,"Menem/Crisis","patagonia"
1.92753929633934,0.29780358392668,"Menem/Crisis","patagonia"
1.92255210897561,0.344731129163162,"Menem/Crisis","patagonia"
1.91531989978569,0.391334061070744,"Menem/Crisis","patagonia"
1.90584987799298,0.437565924833398,"Menem/Crisis","patagonia"
1.89415148352116,0.48338063552389,"Menem/Crisis","patagonia"
1.88023637758424,0.528732524042241,"Menem/Crisis","patagonia"
1.86411843106245,0.57357638263968,"Menem/Crisis","patagonia"
1.84581371067541,0.617867509982707,"Menem/Crisis","patagonia"
1.82534046296649,0.661561755712359,"Menem/Crisis","patagonia"
1.80271909611424,0.704615564454246,"Menem/Crisis","patagonia"
1.7779721595891,0.746986019235494,"Menem/Crisis","patagonia"
1.7511243216756,0.788630884265319,"Menem/Crisis","patagonia"
1.72220234488243,0.829508647036583,"Menem/Crisis","patagonia"
1.69123505926506,0.869578559706358,"Menem/Crisis","patagonia"
1.65825333368725,0.908800679714268,"Menem/Crisis","patagonia"
1.62329004505034,0.947135909598103,"Menem/Crisis","patagonia"
1.5863800455208,0.98454603596701,"Menem/Crisis","patagonia"
1.54756012778888,1.02099376759345,"Menem/Crisis","patagonia"
1.5068689883928,1.05644277258587,"Menem/Crisis","patagonia"
1.46434718914527,1.09085771460517,"Menem/Crisis","patagonia"
1.42003711670051,1.12420428808871,"Menem/Crisis","patagonia"
1.37398294030238,1.15644925244681,"Menem/Crisis","patagonia"
1.32623056775548,1.18756046519777,"Menem/Crisis","patagonia"
1.27682759966327,1.21750691400811,"Menem/Crisis","patagonia"
1.22582328197875,1.24625874760639,"Menem/Crisis","patagonia"
1.173268456915,1.27378730553959,"Menem/Crisis","patagonia"
1.11921551226459,1.3000651467425,"Menem/Crisis","patagonia"
1.06371832917828,1.32506607689151,"Menem/Crisis","patagonia"
1.0068322284551,1.34876517451575,"Menem/Crisis","patagonia"
0.948613915397385,1.37113881583929,"Menem/Crisis","patagonia"
0.889121423285707,1.3921646983299,"Menem/Crisis","patagonia"
0.828414055530024,1.41182186293064,"Menem/Crisis","patagonia"
0.76655232655476,1.43009071495235,"Menem/Crisis","patagonia"
0.703597901476701,1.44695304360602,"Menem/Crisis","patagonia"
0.63961353463588,1.46239204015573,"Menem/Crisis","patagonia"
0.574663007040669,1.47639231467397,"Menem/Crisis","patagonia"
0.508811062789499,1.48893991138262,"Menem/Crisis","patagonia"
0.442123344532526,1.50002232256439,"Menem/Crisis","patagonia"
0.374666328037607,1.50962850103082,"Menem/Crisis","patagonia"
0.306507255925819,1.51774887113428,"Menem/Crisis","patagonia"
0.237714070642539,1.52437533831327,"Menem/Crisis","patagonia"
0.16835534673095,1.52950129716118,"Menem/Crisis","patagonia"
0.0985002224754385,1.53312163801077,"Menem/Crisis","patagonia"
0.0282183309830429,1.53523275202753,"Menem/Crisis","patagonia"
-0.0424202692283267,1.53583253480711,"Menem/Crisis","patagonia"
-0.11334516406576,1.53492038847298,"Menem/Crisis","patagonia"
-0.184485654051631,1.53249722227245,"Menem/Crisis","patagonia"
-0.255770824798381,1.52856545167029,"Menem/Crisis","patagonia"
-0.327129617697529,1.52312899594094,"Menem/Crisis","patagonia"
-0.398490900752422,1.51619327426169,"Menem/Crisis","patagonia"
-0.469783539484176,1.50776520031076,"Menem/Crisis","patagonia"
-0.54093646784005,1.49785317537555,"Menem/Crisis","patagonia"
-0.611878759033655,1.48646707997808,"Menem/Crisis","patagonia"
-0.682539696246298,1.47361826402587,"Menem/Crisis","patagonia"
-0.752848843119054,1.45931953549807,"Menem/Crisis","patagonia"
-0.822736113965266,1.44358514767827,"Menem/Crisis","patagonia"
-0.892131843633467,1.42643078494641,"Menem/Crisis","patagonia"
-0.960966856951131,1.40787354714434,"Menem/Crisis","patagonia"
-1.02917253767998,1.38793193253027,"Menem/Crisis","patagonia"
-1.09668089691416,1.36662581933935,"Menem/Crisis","patagonia"
-1.16342464085302,1.34397644596854,"Menem/Crisis","patagonia"
-1.2293372378811,1.32000638980581,"Menem/Crisis","patagonia"
-1.29435298488823,1.29473954472442,"Menem/Crisis","patagonia"
-1.35840707276386,1.26820109726504,"Menem/Crisis","patagonia"
-1.42143565100015,1.24041750152926,"Menem/Crisis","patagonia"
-1.48337589133961,1.21141645280953,"Menem/Crisis","patagonia"
-1.54416605040361,1.18122685998192,"Menem/Crisis","patagonia"
-1.60374553123956,1.14987881668911,"Menem/Crisis","patagonia"
-1.66205494372523,1.11740357134241,"Menem/Crisis","patagonia"
-1.71903616377017,1.08383349597263,"Menem/Crisis","patagonia"
-1.77463239125503,1.04920205396097,"Menem/Crisis","patagonia"
-1.82878820665118,1.01354376668199,"Menem/Crisis","patagonia"
-1.88144962626405,0.976894179091923,"Menem/Crisis","patagonia"
-1.93256415604532,0.939289824296728,"Menem/Crisis","patagonia"
-1.98208084392008,0.900768187135069,"Menem/Crisis","patagonia"
-2.02995033057698,0.861367666812624,"Menem/Crisis","patagonia"
-2.07612489867068,0.821127538624919,"Menem/Crisis","patagonia"
-2.12055852038752,0.78008791480686,"Menem/Crisis","patagonia"
-2.16320690332703,0.738289704547985,"Menem/Crisis","patagonia"
-2.2040275346536,0.695774573213291,"Menem/Crisis","patagonia"
-2.24297972347417,0.652584900810299,"Menem/Crisis","patagonia"
