"periodo","T_total","T_entre","T_nacional","pct_entre","n"
"fernandez_2020_2023",0.658703158444665,0.289884032751809,0.368819125692856,44.0082955479196,141563
"milei_2024_2025",0.878921915157016,0.277855979450901,0.601065935706115,31.6132724260566,65361
"milei_solo_2024",0.866963988999866,0.294535470580437,0.572428518419429,33.9732069979302,33076
"milei_solo_2025",0.906418737981022,0.269588301174151,0.636830436806872,29.7421368157765,32285
