"tipo_prov","tipo_prov_es","pct_kirchnerismo","pct_milei","retencion"
"metropolitan","Metropolitana",12.930026230228,7.15300409459347,0.5532087845167
"intermediate","Intermedia",24.6969077782319,7.82999358197247,0.317043479786321
"peripheral","Periférica",44.9199003203987,17.6657060518732,0.393271265649959
